ID,Imię,Nazwisko,Dział,Stanowisko,Wynagrodzenie,Premia,Waluta,Data wypłaty,Email,Telefon,Miasto,Kraj,Umowa,Staż lata,Godziny,Status,Ocena,Projekt,Opis
7741,"Imię 7741","Nazwisko 7741",Logistyka,Pracownik,5100,900,PLN,2026-09-14,user7741@example.com,+481001007741,Warszawa,Polska,UoP,2,181,Aktywny,2,"Projekt 7741","Rozliczenie miesiąca dla użytkownika 7741"
7742,"Imię 7742","Nazwisko 7742",Sprzedaż,Pracownik,5200,0,PLN,2026-09-15,user7742@example.com,+481001007742,Warszawa,Polska,UoP,3,182,Aktywny,3,"Projekt 7742","Rozliczenie miesiąca dla użytkownika 7742"
7743,"Imię 7743","Nazwisko 7743",Logistyka,Specjalista,5300,150,PLN,2026-09-16,user7743@example.com,+481001007743,Warszawa,Polska,UoP,4,183,Aktywny,4,"Projekt 7743","Rozliczenie miesiąca dla użytkownika 7743"
7744,"Imię 7744","Nazwisko 7744",Sprzedaż,Pracownik,5400,300,PLN,2026-09-17,user7744@example.com,+481001007744,Warszawa,Polska,UoP,5,184,Aktywny,5,"Projekt 7744","Rozliczenie miesiąca dla użytkownika 7744"
7745,"Imię 7745","Nazwisko 7745",Logistyka,Pracownik,5500,450,PLN,2026-09-18,user7745@example.com,+481001007745,Warszawa,Polska,UoP,6,185,Aktywny,1,"Projekt 7745","Rozliczenie miesiąca dla użytkownika 7745"
7746,"Imię 7746","Nazwisko 7746",Sprzedaż,Specjalista,5600,600,PLN,2026-09-19,user7746@example.com,+481001007746,Warszawa,Polska,UoP,7,186,Aktywny,2,"Projekt 7746","Rozliczenie miesiąca dla użytkownika 7746"
7747,"Imię 7747","Nazwisko 7747",Logistyka,Pracownik,5700,750,PLN,2026-09-20,user7747@example.com,+481001007747,Warszawa,Polska,UoP,8,187,Aktywny,3,"Projekt 7747","Rozliczenie miesiąca dla użytkownika 7747"
7748,"Imię 7748","Nazwisko 7748",Sprzedaż,Pracownik,5800,900,PLN,2026-09-21,user7748@example.com,+481001007748,Warszawa,Polska,UoP,9,188,Aktywny,4,"Projekt 7748","Rozliczenie miesiąca dla użytkownika 7748"
7749,"Imię 7749","Nazwisko 7749",Logistyka,Specjalista,5900,0,PLN,2026-09-22,user7749@example.com,+481001007749,Warszawa,Polska,UoP,10,189,Aktywny,5,"Projekt 7749","Rozliczenie miesiąca dla użytkownika 7749"
7750,"Imię 7750","Nazwisko 7750",Sprzedaż,Pracownik,3500,150,PLN,2026-09-23,user7750@example.com,+481001007750,Warszawa,Polska,UoP,11,190,Aktywny,1,"Projekt 7750","Rozliczenie miesiąca dla użytkownika 7750"
7751,"Imię 7751","Nazwisko 7751",Logistyka,Pracownik,3600,300,PLN,2026-09-24,user7751@example.com,+481001007751,Warszawa,Polska,UoP,12,191,Aktywny,2,"Projekt 7751","Rozliczenie miesiąca dla użytkownika 7751"
7752,"Imię 7752","Nazwisko 7752",Sprzedaż,Specjalista,3700,450,PLN,2026-09-25,user7752@example.com,+481001007752,Warszawa,Polska,UoP,1,192,Aktywny,3,"Projekt 7752","Rozliczenie miesiąca dla użytkownika 7752"
7753,"Imię 7753","Nazwisko 7753",Logistyka,Pracownik,3800,600,PLN,2026-09-26,user7753@example.com,+481001007753,Warszawa,Polska,UoP,2,193,Aktywny,4,"Projekt 7753","Rozliczenie miesiąca dla użytkownika 7753"
7754,"Imię 7754","Nazwisko 7754",Sprzedaż,Pracownik,3900,750,PLN,2026-09-27,user7754@example.com,+481001007754,Warszawa,Polska,UoP,3,194,Aktywny,5,"Projekt 7754","Rozliczenie miesiąca dla użytkownika 7754"
7755,"Imię 7755","Nazwisko 7755",Logistyka,Specjalista,4000,900,PLN,2026-09-28,user7755@example.com,+481001007755,Warszawa,Polska,UoP,4,195,Aktywny,1,"Projekt 7755","Rozliczenie miesiąca dla użytkownika 7755"
7756,"Imię 7756","Nazwisko 7756",Sprzedaż,Pracownik,4100,0,PLN,2026-09-01,user7756@example.com,+481001007756,Warszawa,Polska,UoP,5,196,Aktywny,2,"Projekt 7756","Rozliczenie miesiąca dla użytkownika 7756"
7757,"Imię 7757","Nazwisko 7757",Logistyka,Pracownik,4200,150,PLN,2026-09-02,user7757@example.com,+481001007757,Warszawa,Polska,UoP,6,197,Aktywny,3,"Projekt 7757","Rozliczenie miesiąca dla użytkownika 7757"
7758,"Imię 7758","Nazwisko 7758",Sprzedaż,Specjalista,4300,300,PLN,2026-09-03,user7758@example.com,+481001007758,Warszawa,Polska,UoP,7,198,Aktywny,4,"Projekt 7758","Rozliczenie miesiąca dla użytkownika 7758"
7759,"Imię 7759","Nazwisko 7759",Logistyka,Pracownik,4400,450,PLN,2026-09-04,user7759@example.com,+481001007759,Warszawa,Polska,UoP,8,199,Aktywny,5,"Projekt 7759","Rozliczenie miesiąca dla użytkownika 7759"
7760,"Imię 7760","Nazwisko 7760",Sprzedaż,Pracownik,4500,600,PLN,2026-09-05,user7760@example.com,+481001007760,Warszawa,Polska,UoP,9,160,Aktywny,1,"Projekt 7760","Rozliczenie miesiąca dla użytkownika 7760"
7761,"Imię 7761","Nazwisko 7761",Logistyka,Specjalista,4600,750,PLN,2026-09-06,user7761@example.com,+481001007761,Warszawa,Polska,UoP,10,161,Aktywny,2,"Projekt 7761","Rozliczenie miesiąca dla użytkownika 7761"
7762,"Imię 7762","Nazwisko 7762",Sprzedaż,Pracownik,4700,900,PLN,2026-09-07,user7762@example.com,+481001007762,Warszawa,Polska,UoP,11,162,Aktywny,3,"Projekt 7762","Rozliczenie miesiąca dla użytkownika 7762"
7763,"Imię 7763","Nazwisko 7763",Logistyka,Pracownik,4800,0,PLN,2026-09-08,user7763@example.com,+481001007763,Warszawa,Polska,UoP,12,163,Aktywny,4,"Projekt 7763","Rozliczenie miesiąca dla użytkownika 7763"
7764,"Imię 7764","Nazwisko 7764",Sprzedaż,Specjalista,4900,150,PLN,2026-09-09,user7764@example.com,+481001007764,Warszawa,Polska,UoP,1,164,Aktywny,5,"Projekt 7764","Rozliczenie miesiąca dla użytkownika 7764"
7765,"Imię 7765","Nazwisko 7765",Logistyka,Pracownik,5000,300,PLN,2026-09-10,user7765@example.com,+481001007765,Warszawa,Polska,UoP,2,165,Aktywny,1,"Projekt 7765","Rozliczenie miesiąca dla użytkownika 7765"
7766,"Imię 7766","Nazwisko 7766",Sprzedaż,Pracownik,5100,450,PLN,2026-09-11,user7766@example.com,+481001007766,Warszawa,Polska,UoP,3,166,Aktywny,2,"Projekt 7766","Rozliczenie miesiąca dla użytkownika 7766"
7767,"Imię 7767","Nazwisko 7767",Logistyka,Specjalista,5200,600,PLN,2026-09-12,user7767@example.com,+481001007767,Warszawa,Polska,UoP,4,167,Aktywny,3,"Projekt 7767","Rozliczenie miesiąca dla użytkownika 7767"
7768,"Imię 7768","Nazwisko 7768",Sprzedaż,Pracownik,5300,750,PLN,2026-09-13,user7768@example.com,+481001007768,Warszawa,Polska,UoP,5,168,Aktywny,4,"Projekt 7768","Rozliczenie miesiąca dla użytkownika 7768"
7769,"Imię 7769","Nazwisko 7769",Logistyka,Pracownik,5400,900,PLN,2026-09-14,user7769@example.com,+481001007769,Warszawa,Polska,UoP,6,169,Aktywny,5,"Projekt 7769","Rozliczenie miesiąca dla użytkownika 7769"
7770,"Imię 7770","Nazwisko 7770",Sprzedaż,Specjalista,5500,0,PLN,2026-09-15,user7770@example.com,+481001007770,Warszawa,Polska,UoP,7,170,Aktywny,1,"Projekt 7770","Rozliczenie miesiąca dla użytkownika 7770"
7771,"Imię 7771","Nazwisko 7771",Logistyka,Pracownik,5600,150,PLN,2026-09-16,user7771@example.com,+481001007771,Warszawa,Polska,UoP,8,171,Aktywny,2,"Projekt 7771","Rozliczenie miesiąca dla użytkownika 7771"
7772,"Imię 7772","Nazwisko 7772",Sprzedaż,Pracownik,5700,300,PLN,2026-09-17,user7772@example.com,+481001007772,Warszawa,Polska,UoP,9,172,Aktywny,3,"Projekt 7772","Rozliczenie miesiąca dla użytkownika 7772"
7773,"Imię 7773","Nazwisko 7773",Logistyka,Specjalista,5800,450,PLN,2026-09-18,user7773@example.com,+481001007773,Warszawa,Polska,UoP,10,173,Aktywny,4,"Projekt 7773","Rozliczenie miesiąca dla użytkownika 7773"
7774,"Imię 7774","Nazwisko 7774",Sprzedaż,Pracownik,5900,600,PLN,2026-09-19,user7774@example.com,+481001007774,Warszawa,Polska,UoP,11,174,Aktywny,5,"Projekt 7774","Rozliczenie miesiąca dla użytkownika 7774"
7775,"Imię 7775","Nazwisko 7775",Logistyka,Pracownik,3500,750,PLN,2026-09-20,user7775@example.com,+481001007775,Warszawa,Polska,UoP,12,175,Aktywny,1,"Projekt 7775","Rozliczenie miesiąca dla użytkownika 7775"
7776,"Imię 7776","Nazwisko 7776",Sprzedaż,Specjalista,3600,900,PLN,2026-09-21,user7776@example.com,+481001007776,Warszawa,Polska,UoP,1,176,Aktywny,2,"Projekt 7776","Rozliczenie miesiąca dla użytkownika 7776"
7777,"Imię 7777","Nazwisko 7777",Logistyka,Pracownik,3700,0,PLN,2026-09-22,user7777@example.com,+481001007777,Warszawa,Polska,UoP,2,177,Aktywny,3,"Projekt 7777","Rozliczenie miesiąca dla użytkownika 7777"
7778,"Imię 7778","Nazwisko 7778",Sprzedaż,Pracownik,3800,150,PLN,2026-09-23,user7778@example.com,+481001007778,Warszawa,Polska,UoP,3,178,Aktywny,4,"Projekt 7778","Rozliczenie miesiąca dla użytkownika 7778"
7779,"Imię 7779","Nazwisko 7779",Logistyka,Specjalista,3900,300,PLN,2026-09-24,user7779@example.com,+481001007779,Warszawa,Polska,UoP,4,179,Aktywny,5,"Projekt 7779","Rozliczenie miesiąca dla użytkownika 7779"
7780,"Imię 7780","Nazwisko 7780",Sprzedaż,Pracownik,4000,450,PLN,2026-09-25,user7780@example.com,+481001007780,Warszawa,Polska,UoP,5,180,Aktywny,1,"Projekt 7780","Rozliczenie miesiąca dla użytkownika 7780"
7781,"Imię 7781","Nazwisko 7781",Logistyka,Pracownik,4100,600,PLN,2026-09-26,user7781@example.com,+481001007781,Warszawa,Polska,UoP,6,181,Aktywny,2,"Projekt 7781","Rozliczenie miesiąca dla użytkownika 7781"
7782,"Imię 7782","Nazwisko 7782",Sprzedaż,Specjalista,4200,750,PLN,2026-09-27,user7782@example.com,+481001007782,Warszawa,Polska,UoP,7,182,Aktywny,3,"Projekt 7782","Rozliczenie miesiąca dla użytkownika 7782"
7783,"Imię 7783","Nazwisko 7783",Logistyka,Pracownik,4300,900,PLN,2026-09-28,user7783@example.com,+481001007783,Warszawa,Polska,UoP,8,183,Aktywny,4,"Projekt 7783","Rozliczenie miesiąca dla użytkownika 7783"
7784,"Imię 7784","Nazwisko 7784",Sprzedaż,Pracownik,4400,0,PLN,2026-09-01,user7784@example.com,+481001007784,Warszawa,Polska,UoP,9,184,Aktywny,5,"Projekt 7784","Rozliczenie miesiąca dla użytkownika 7784"
7785,"Imię 7785","Nazwisko 7785",Logistyka,Specjalista,4500,150,PLN,2026-09-02,user7785@example.com,+481001007785,Warszawa,Polska,UoP,10,185,Aktywny,1,"Projekt 7785","Rozliczenie miesiąca dla użytkownika 7785"
7786,"Imię 7786","Nazwisko 7786",Sprzedaż,Pracownik,4600,300,PLN,2026-09-03,user7786@example.com,+481001007786,Warszawa,Polska,UoP,11,186,Aktywny,2,"Projekt 7786","Rozliczenie miesiąca dla użytkownika 7786"
7787,"Imię 7787","Nazwisko 7787",Logistyka,Pracownik,4700,450,PLN,2026-09-04,user7787@example.com,+481001007787,Warszawa,Polska,UoP,12,187,Aktywny,3,"Projekt 7787","Rozliczenie miesiąca dla użytkownika 7787"
7788,"Imię 7788","Nazwisko 7788",Sprzedaż,Specjalista,4800,600,PLN,2026-09-05,user7788@example.com,+481001007788,Warszawa,Polska,UoP,1,188,Aktywny,4,"Projekt 7788","Rozliczenie miesiąca dla użytkownika 7788"
7789,"Imię 7789","Nazwisko 7789",Logistyka,Pracownik,4900,750,PLN,2026-09-06,user7789@example.com,+481001007789,Warszawa,Polska,UoP,2,189,Aktywny,5,"Projekt 7789","Rozliczenie miesiąca dla użytkownika 7789"
7790,"Imię 7790","Nazwisko 7790",Sprzedaż,Pracownik,5000,900,PLN,2026-09-07,user7790@example.com,+481001007790,Warszawa,Polska,UoP,3,190,Aktywny,1,"Projekt 7790","Rozliczenie miesiąca dla użytkownika 7790"
7791,"Imię 7791","Nazwisko 7791",Logistyka,Specjalista,5100,0,PLN,2026-09-08,user7791@example.com,+481001007791,Warszawa,Polska,UoP,4,191,Aktywny,2,"Projekt 7791","Rozliczenie miesiąca dla użytkownika 7791"
7792,"Imię 7792","Nazwisko 7792",Sprzedaż,Pracownik,5200,150,PLN,2026-09-09,user7792@example.com,+481001007792,Warszawa,Polska,UoP,5,192,Aktywny,3,"Projekt 7792","Rozliczenie miesiąca dla użytkownika 7792"
7793,"Imię 7793","Nazwisko 7793",Logistyka,Pracownik,5300,300,PLN,2026-09-10,user7793@example.com,+481001007793,Warszawa,Polska,UoP,6,193,Aktywny,4,"Projekt 7793","Rozliczenie miesiąca dla użytkownika 7793"
7794,"Imię 7794","Nazwisko 7794",Sprzedaż,Specjalista,5400,450,PLN,2026-09-11,user7794@example.com,+481001007794,Warszawa,Polska,UoP,7,194,Aktywny,5,"Projekt 7794","Rozliczenie miesiąca dla użytkownika 7794"
7795,"Imię 7795","Nazwisko 7795",Logistyka,Pracownik,5500,600,PLN,2026-09-12,user7795@example.com,+481001007795,Warszawa,Polska,UoP,8,195,Aktywny,1,"Projekt 7795","Rozliczenie miesiąca dla użytkownika 7795"
7796,"Imię 7796","Nazwisko 7796",Sprzedaż,Pracownik,5600,750,PLN,2026-09-13,user7796@example.com,+481001007796,Warszawa,Polska,UoP,9,196,Aktywny,2,"Projekt 7796","Rozliczenie miesiąca dla użytkownika 7796"
7797,"Imię 7797","Nazwisko 7797",Logistyka,Specjalista,5700,900,PLN,2026-09-14,user7797@example.com,+481001007797,Warszawa,Polska,UoP,10,197,Aktywny,3,"Projekt 7797","Rozliczenie miesiąca dla użytkownika 7797"
7798,"Imię 7798","Nazwisko 7798",Sprzedaż,Pracownik,5800,0,PLN,2026-09-15,user7798@example.com,+481001007798,Warszawa,Polska,UoP,11,198,Aktywny,4,"Projekt 7798","Rozliczenie miesiąca dla użytkownika 7798"
7799,"Imię 7799","Nazwisko 7799",Logistyka,Pracownik,5900,150,PLN,2026-09-16,user7799@example.com,+481001007799,Warszawa,Polska,UoP,12,199,Aktywny,5,"Projekt 7799","Rozliczenie miesiąca dla użytkownika 7799"
7800,"Imię 7800","Nazwisko 7800",Sprzedaż,Specjalista,3500,300,PLN,2026-09-17,user7800@example.com,+481001007800,Warszawa,Polska,UoP,1,160,Aktywny,1,"Projekt 7800","Rozliczenie miesiąca dla użytkownika 7800"
7801,"Imię 7801","Nazwisko 7801",Logistyka,Pracownik,3600,450,PLN,2026-09-18,user7801@example.com,+481001007801,Warszawa,Polska,UoP,2,161,Aktywny,2,"Projekt 7801","Rozliczenie miesiąca dla użytkownika 7801"
7802,"Imię 7802","Nazwisko 7802",Sprzedaż,Pracownik,3700,600,PLN,2026-09-19,user7802@example.com,+481001007802,Warszawa,Polska,UoP,3,162,Aktywny,3,"Projekt 7802","Rozliczenie miesiąca dla użytkownika 7802"
7803,"Imię 7803","Nazwisko 7803",Logistyka,Specjalista,3800,750,PLN,2026-09-20,user7803@example.com,+481001007803,Warszawa,Polska,UoP,4,163,Aktywny,4,"Projekt 7803","Rozliczenie miesiąca dla użytkownika 7803"
7804,"Imię 7804","Nazwisko 7804",Sprzedaż,Pracownik,3900,900,PLN,2026-09-21,user7804@example.com,+481001007804,Warszawa,Polska,UoP,5,164,Aktywny,5,"Projekt 7804","Rozliczenie miesiąca dla użytkownika 7804"
7805,"Imię 7805","Nazwisko 7805",Logistyka,Pracownik,4000,0,PLN,2026-09-22,user7805@example.com,+481001007805,Warszawa,Polska,UoP,6,165,Aktywny,1,"Projekt 7805","Rozliczenie miesiąca dla użytkownika 7805"
7806,"Imię 7806","Nazwisko 7806",Sprzedaż,Specjalista,4100,150,PLN,2026-09-23,user7806@example.com,+481001007806,Warszawa,Polska,UoP,7,166,Aktywny,2,"Projekt 7806","Rozliczenie miesiąca dla użytkownika 7806"
7807,"Imię 7807","Nazwisko 7807",Logistyka,Pracownik,4200,300,PLN,2026-09-24,user7807@example.com,+481001007807,Warszawa,Polska,UoP,8,167,Aktywny,3,"Projekt 7807","Rozliczenie miesiąca dla użytkownika 7807"
7808,"Imię 7808","Nazwisko 7808",Sprzedaż,Pracownik,4300,450,PLN,2026-09-25,user7808@example.com,+481001007808,Warszawa,Polska,UoP,9,168,Aktywny,4,"Projekt 7808","Rozliczenie miesiąca dla użytkownika 7808"
7809,"Imię 7809","Nazwisko 7809",Logistyka,Specjalista,4400,600,PLN,2026-09-26,user7809@example.com,+481001007809,Warszawa,Polska,UoP,10,169,Aktywny,5,"Projekt 7809","Rozliczenie miesiąca dla użytkownika 7809"
7810,"Imię 7810","Nazwisko 7810",Sprzedaż,Pracownik,4500,750,PLN,2026-09-27,user7810@example.com,+481001007810,Warszawa,Polska,UoP,11,170,Aktywny,1,"Projekt 7810","Rozliczenie miesiąca dla użytkownika 7810"
7811,"Imię 7811","Nazwisko 7811",Logistyka,Pracownik,4600,900,PLN,2026-09-28,user7811@example.com,+481001007811,Warszawa,Polska,UoP,12,171,Aktywny,2,"Projekt 7811","Rozliczenie miesiąca dla użytkownika 7811"
7812,"Imię 7812","Nazwisko 7812",Sprzedaż,Specjalista,4700,0,PLN,2026-09-01,user7812@example.com,+481001007812,Warszawa,Polska,UoP,1,172,Aktywny,3,"Projekt 7812","Rozliczenie miesiąca dla użytkownika 7812"
7813,"Imię 7813","Nazwisko 7813",Logistyka,Pracownik,4800,150,PLN,2026-09-02,user7813@example.com,+481001007813,Warszawa,Polska,UoP,2,173,Aktywny,4,"Projekt 7813","Rozliczenie miesiąca dla użytkownika 7813"
7814,"Imię 7814","Nazwisko 7814",Sprzedaż,Pracownik,4900,300,PLN,2026-09-03,user7814@example.com,+481001007814,Warszawa,Polska,UoP,3,174,Aktywny,5,"Projekt 7814","Rozliczenie miesiąca dla użytkownika 7814"
7815,"Imię 7815","Nazwisko 7815",Logistyka,Specjalista,5000,450,PLN,2026-09-04,user7815@example.com,+481001007815,Warszawa,Polska,UoP,4,175,Aktywny,1,"Projekt 7815","Rozliczenie miesiąca dla użytkownika 7815"
7816,"Imię 7816","Nazwisko 7816",Sprzedaż,Pracownik,5100,600,PLN,2026-09-05,user7816@example.com,+481001007816,Warszawa,Polska,UoP,5,176,Aktywny,2,"Projekt 7816","Rozliczenie miesiąca dla użytkownika 7816"
7817,"Imię 7817","Nazwisko 7817",Logistyka,Pracownik,5200,750,PLN,2026-09-06,user7817@example.com,+481001007817,Warszawa,Polska,UoP,6,177,Aktywny,3,"Projekt 7817","Rozliczenie miesiąca dla użytkownika 7817"
7818,"Imię 7818","Nazwisko 7818",Sprzedaż,Specjalista,5300,900,PLN,2026-09-07,user7818@example.com,+481001007818,Warszawa,Polska,UoP,7,178,Aktywny,4,"Projekt 7818","Rozliczenie miesiąca dla użytkownika 7818"
7819,"Imię 7819","Nazwisko 7819",Logistyka,Pracownik,5400,0,PLN,2026-09-08,user7819@example.com,+481001007819,Warszawa,Polska,UoP,8,179,Aktywny,5,"Projekt 7819","Rozliczenie miesiąca dla użytkownika 7819"
7820,"Imię 7820","Nazwisko 7820",Sprzedaż,Pracownik,5500,150,PLN,2026-09-09,user7820@example.com,+481001007820,Warszawa,Polska,UoP,9,180,Aktywny,1,"Projekt 7820","Rozliczenie miesiąca dla użytkownika 7820"
7821,"Imię 7821","Nazwisko 7821",Logistyka,Specjalista,5600,300,PLN,2026-09-10,user7821@example.com,+481001007821,Warszawa,Polska,UoP,10,181,Aktywny,2,"Projekt 7821","Rozliczenie miesiąca dla użytkownika 7821"
7822,"Imię 7822","Nazwisko 7822",Sprzedaż,Pracownik,5700,450,PLN,2026-09-11,user7822@example.com,+481001007822,Warszawa,Polska,UoP,11,182,Aktywny,3,"Projekt 7822","Rozliczenie miesiąca dla użytkownika 7822"
7823,"Imię 7823","Nazwisko 7823",Logistyka,Pracownik,5800,600,PLN,2026-09-12,user7823@example.com,+481001007823,Warszawa,Polska,UoP,12,183,Aktywny,4,"Projekt 7823","Rozliczenie miesiąca dla użytkownika 7823"
7824,"Imię 7824","Nazwisko 7824",Sprzedaż,Specjalista,5900,750,PLN,2026-09-13,user7824@example.com,+481001007824,Warszawa,Polska,UoP,1,184,Aktywny,5,"Projekt 7824","Rozliczenie miesiąca dla użytkownika 7824"
7825,"Imię 7825","Nazwisko 7825",Logistyka,Pracownik,3500,900,PLN,2026-09-14,user7825@example.com,+481001007825,Warszawa,Polska,UoP,2,185,Aktywny,1,"Projekt 7825","Rozliczenie miesiąca dla użytkownika 7825"
7826,"Imię 7826","Nazwisko 7826",Sprzedaż,Pracownik,3600,0,PLN,2026-09-15,user7826@example.com,+481001007826,Warszawa,Polska,UoP,3,186,Aktywny,2,"Projekt 7826","Rozliczenie miesiąca dla użytkownika 7826"
7827,"Imię 7827","Nazwisko 7827",Logistyka,Specjalista,3700,150,PLN,2026-09-16,user7827@example.com,+481001007827,Warszawa,Polska,UoP,4,187,Aktywny,3,"Projekt 7827","Rozliczenie miesiąca dla użytkownika 7827"
7828,"Imię 7828","Nazwisko 7828",Sprzedaż,Pracownik,3800,300,PLN,2026-09-17,user7828@example.com,+481001007828,Warszawa,Polska,UoP,5,188,Aktywny,4,"Projekt 7828","Rozliczenie miesiąca dla użytkownika 7828"
7829,"Imię 7829","Nazwisko 7829",Logistyka,Pracownik,3900,450,PLN,2026-09-18,user7829@example.com,+481001007829,Warszawa,Polska,UoP,6,189,Aktywny,5,"Projekt 7829","Rozliczenie miesiąca dla użytkownika 7829"
7830,"Imię 7830","Nazwisko 7830",Sprzedaż,Specjalista,4000,600,PLN,2026-09-19,user7830@example.com,+481001007830,Warszawa,Polska,UoP,7,190,Aktywny,1,"Projekt 7830","Rozliczenie miesiąca dla użytkownika 7830"
7831,"Imię 7831","Nazwisko 7831",Logistyka,Pracownik,4100,750,PLN,2026-09-20,user7831@example.com,+481001007831,Warszawa,Polska,UoP,8,191,Aktywny,2,"Projekt 7831","Rozliczenie miesiąca dla użytkownika 7831"
7832,"Imię 7832","Nazwisko 7832",Sprzedaż,Pracownik,4200,900,PLN,2026-09-21,user7832@example.com,+481001007832,Warszawa,Polska,UoP,9,192,Aktywny,3,"Projekt 7832","Rozliczenie miesiąca dla użytkownika 7832"
7833,"Imię 7833","Nazwisko 7833",Logistyka,Specjalista,4300,0,PLN,2026-09-22,user7833@example.com,+481001007833,Warszawa,Polska,UoP,10,193,Aktywny,4,"Projekt 7833","Rozliczenie miesiąca dla użytkownika 7833"
7834,"Imię 7834","Nazwisko 7834",Sprzedaż,Pracownik,4400,150,PLN,2026-09-23,user7834@example.com,+481001007834,Warszawa,Polska,UoP,11,194,Aktywny,5,"Projekt 7834","Rozliczenie miesiąca dla użytkownika 7834"
7835,"Imię 7835","Nazwisko 7835",Logistyka,Pracownik,4500,300,PLN,2026-09-24,user7835@example.com,+481001007835,Warszawa,Polska,UoP,12,195,Aktywny,1,"Projekt 7835","Rozliczenie miesiąca dla użytkownika 7835"
7836,"Imię 7836","Nazwisko 7836",Sprzedaż,Specjalista,4600,450,PLN,2026-09-25,user7836@example.com,+481001007836,Warszawa,Polska,UoP,1,196,Aktywny,2,"Projekt 7836","Rozliczenie miesiąca dla użytkownika 7836"
7837,"Imię 7837","Nazwisko 7837",Logistyka,Pracownik,4700,600,PLN,2026-09-26,user7837@example.com,+481001007837,Warszawa,Polska,UoP,2,197,Aktywny,3,"Projekt 7837","Rozliczenie miesiąca dla użytkownika 7837"
7838,"Imię 7838","Nazwisko 7838",Sprzedaż,Pracownik,4800,750,PLN,2026-09-27,user7838@example.com,+481001007838,Warszawa,Polska,UoP,3,198,Aktywny,4,"Projekt 7838","Rozliczenie miesiąca dla użytkownika 7838"
7839,"Imię 7839","Nazwisko 7839",Logistyka,Specjalista,4900,900,PLN,2026-09-28,user7839@example.com,+481001007839,Warszawa,Polska,UoP,4,199,Aktywny,5,"Projekt 7839","Rozliczenie miesiąca dla użytkownika 7839"
7840,"Imię 7840","Nazwisko 7840",Sprzedaż,Pracownik,5000,0,PLN,2026-09-01,user7840@example.com,+481001007840,Warszawa,Polska,UoP,5,160,Aktywny,1,"Projekt 7840","Rozliczenie miesiąca dla użytkownika 7840"
7841,"Imię 7841","Nazwisko 7841",Logistyka,Pracownik,5100,150,PLN,2026-09-02,user7841@example.com,+481001007841,Warszawa,Polska,UoP,6,161,Aktywny,2,"Projekt 7841","Rozliczenie miesiąca dla użytkownika 7841"
7842,"Imię 7842","Nazwisko 7842",Sprzedaż,Specjalista,5200,300,PLN,2026-09-03,user7842@example.com,+481001007842,Warszawa,Polska,UoP,7,162,Aktywny,3,"Projekt 7842","Rozliczenie miesiąca dla użytkownika 7842"
